X1;Y1;Z1;X2;Y2;Z2;X3;Y3;Z3;X4;Y4;Z4;X5;Y5;Z5;X6;Y6;Z6;X7;Y7;Z7;X8;Y8;Z8;X9;Y9;Z9;X10;Y10;Z10;X11;Y11;Z11;X12;Y12;Z12;X13;Y13;Z13;X14;Y14;Z14;X15;Y15;Z15;X16;Y16;Z16;X17;Y17;Z17;X18;Y18;Z18;X19;Y19;Z19;X20;Y20;Z20;Position
8,029;-9,682;-9,934;1,5;6,677;-6,9;-3,038;0,995;-4,935;2,491;-5,832;-0,923;2,903;7,764;-7,253;-4,757;0,127;-6,171;3,015;6,709;2,907;-4,282;0,933;2,908;9,375;3,992;9,153;-2,796;5,289;-4,265;-5,016;-0,714;8,82;-4,537;5,856;-1,596;1,022;-7,561;5,545;-2,347;-4,751;0,06;-0,76;-1,308;4,785;-6,57;-8,649;7,623;-7,277;-8,116;-1,234;8,818;3,566;4,587;-3,94;1,244;-5,003;5,155;0,975;0,999;5
4,371;-1,569;-3,15;2,597;-8,812;-5,6;3,183;-1,928;-9,877;9,388;-7,429;0,348;3,765;8,368;8,016;-1,461;-8,439;1,482;1,329;0,974;-1,089;-6,859;0,929;-4,49;8,269;-7,951;5,628;-4,069;5,586;3,043;-3,074;4,591;5,299;4,103;5,531;3,591;-6,817;-5,555;9,278;-2,737;-5,45;2,014;3,422;-9,284;1,114;7,442;-6,981;-5,54;-9,148;4,84;1,784;-1,299;-5,656;-0,124;3,594;7,887;-6,982;-6,964;8,81;-7,506;3
4,924;-8,445;-3,95;-5,096;-5,97;-0,172;3,88;-0,242;0,822;-8,001;5,703;8,899;2,906;9,751;2,598;-5,38;0,309;-2,585;-9,199;5,657;1,487;-9,021;-2,433;-2,596;7,655;6,404;6,934;-3,338;-9,05;-4,61;7,903;-4,401;-8,987;5,229;-7,371;-7,989;-0,315;-7,088;-3,892;2,332;8,196;-9,263;-4,676;9,071;-9,325;4,317;2,433;-3,905;7,769;5,612;6,394;-1,534;2,387;5,777;-2,131;9,21;-3,405;6,434;-4,515;1,151;2
-0,239;-6,932;5,928;-2,768;-5,955;-2,749;6,901;9,803;6,295;4,61;8,752;-4,743;5,705;-5,765;0,584;4,03;-5,88;4,074;4,925;-5,179;-7,356;-3,277;9,282;6,98;3,974;1,204;-5,151;6,055;9,542;8,018;-3,868;1,412;9,527;0,471;2,627;-9,575;-1,683;9,938;-7,148;1,659;-4,191;-2,717;9,189;-1,328;-3,082;-4,576;1,933;6,7;0,85;6,408;6,086;-2,935;5,503;1,781;3,93;-7,9;-0,824;1,864;-2,129;0,399;4
-3,57;3,936;5,204;-5,954;-1,162;-4,902;8,167;1,516;-2,09;-3,83;-9,38;2,012;0,208;-7,328;0,471;6,134;-9,243;7,858;-5,095;9,267;-5,184;-2,411;-4,593;-2,962;-4,235;-3,015;7,388;9,988;-2,094;-5,723;-7,236;7,678;-5,131;3,732;-3,804;3,087;4,361;-3,509;-4,206;-5,491;3,329;-2,917;5,295;-0,342;-5,115;-2,671;-8,78;3,774;-2,879;7,56;8,001;-7,981;-7,483;9,209;-2,075;9,622;-8,572;-2,871;-3,886;-5,193;5
-8,892;-9,646;0,495;4,247;9,734;9,879;5,873;4,632;-3,307;8,54;8,758;-6,135;3,628;5,146;8,831;5,221;-6,718;6,388;3,442;-1,916;2,013;4,606;8,703;-8,118;-2,75;4,555;-1,602;9,736;-9,774;1,777;4,165;4,287;2,794;9,77;-1,247;5,55;6,102;3,219;-3,088;8,136;-1,621;8,684;6,685;4,808;-1,73;-9,011;-8,319;7,237;-7,268;4,144;-8,763;6,133;-5,423;0,985;-9,91;1,949;5,586;5,608;7,201;-7,062;3
-0,325;8,313;-1,172;8,68;1,406;2,979;5,559;9,228;8,301;2,895;6,012;-4,413;-9,585;-9,318;5,441;-5,22;3,695;-8,127;9,943;4,576;8,132;-5,87;1,114;2,202;6,216;6,232;-7,149;-5,998;-2,625;0,484;1,672;9,708;5,83;1,225;3,692;6,651;3,052;9,303;-0,081;6,826;6,769;-7,313;-9,836;9,376;9,952;4,306;5,914;-3,835;3,816;-4,685;1,082;3,393;-7,289;-8,462;7,458;-9,977;-5,677;-0,496;4,721;-1,439;4
1,906;-3,106;5,538;-0,256;-5,38;9,883;-2,756;1,488;-1,351;-2,679;-9,639;-0,071;8,77;-3,172;0,512;-2,034;-3,519;-9,713;5,809;-4,117;6,343;-9,725;-9,496;-7,538;5,173;-8,895;9,559;7,646;3,451;-4,327;9,799;2,669;2,146;-3,065;6,826;7,4;3,858;4,25;6,97;4,656;-0,08;-4,157;-5,542;-0,858;9,184;8,494;-5,9;7,716;-8,805;-1,659;0,624;-7,061;7,874;3,794;-9,765;8,899;-7,684;9,572;-1,804;2,834;3
2,796;4,22;-1,614;5,188;2,763;-0,134;-0,166;-2,793;4,137;-3,163;9,995;-6,404;3,273;0,356;2,146;-9,506;6,805;0,418;0,586;0,296;-7,862;-7,393;3,174;2,576;-3,041;6,119;3,675;-0,039;3,783;-4,005;-1,478;-8,038;5,998;4,78;2,154;0,692;8,413;8,2;5,956;2,296;-7,416;-2,988;2,58;-9,744;-8,925;2,558;7,015;8,938;2,123;-5,966;-8,305;1,945;-7,57;6,191;-6,318;7,003;4,089;-4,684;8,124;-9,21;5
7,664;3,302;-1,534;3,772;-3,728;2,254;-6,321;4,308;3,208;-4,614;6,578;3,837;-3,4;8,852;6,785;-3,99;7,087;3,172;1,454;3,604;-2,82;-9,609;0,893;9,196;7,096;-8,249;-5,74;5,011;-7,41;-5,186;-3,4;-2,219;-8,216;-1,903;-3,891;2,361;9,926;-3,074;0,967;9,81;-7,142;-5,216;7,394;-0,304;-1,424;-9,631;-0,671;0,193;-6,336;-3,064;4,477;-4,57;-6,06;3,075;9,099;3,449;-7,622;1,728;-6,365;-2,674;3
-3,681;3,135;5,376;7,595;7,048;-5,039;3,327;3,633;2,604;9,476;-4,443;0,345;-3,434;-4,527;-4,291;3,113;5,862;-7,953;-1,711;9,121;-1,172;8,774;6,75;7,43;-2,881;8,355;6,873;-5,559;1,968;9,08;8,692;-1,413;1,276;-3,536;-9,719;-4,193;-6,693;0,549;1,716;4,571;0,322;-7,986;-3,844;-6,3;2,584;-1,572;-9,368;6,799;6,197;-8,79;-3,654;9,193;-7,176;-9,296;6,95;2,692;1,911;9,018;-4,805;8,577;4
2,36;7,174;-5,047;-9,717;-3,863;2,425;2,619;2,397;5,825;0,79;-3,508;-2,377;9,138;2,985;7,034;-0,588;-7,799;-1,926;6,14;9,097;-6,697;-7,394;8,512;7,28;5,962;6,866;-8,329;6,62;2,493;-1,191;-0,544;-4,082;-3,746;-4,241;-0,545;5,942;1,663;-4,438;-2,12;9,138;0,376;-6,02;-3,297;9,431;-7,614;2,572;-4,573;6,526;7,079;9,255;-4,906;7,831;-5,802;7,973;7,028;-6,041;5,09;-5,803;7,202;3,56;4
-6,631;-6,484;-9,735;-0,43;-0,994;3,769;9,083;3,755;-8,59;1,247;9,44;0,567;-9,681;-1,802;-8,929;-5,321;-5,184;3,606;6,733;-0,613;6,953;-2,365;4,635;2,378;-8,637;-9,191;-1,491;-0,983;-2,219;-2,257;9,11;8,895;9,102;-3,382;-0,719;2,619;-8,063;-5,462;3,767;-6,078;-2,825;-5,771;0,24;4,782;-8,074;2,381;-2,601;6,857;1,158;-3,424;-8,041;-2,392;-4,942;-2,18;5,315;4,959;3,444;1,145;-6,905;6,874;5
-6,756;-5,542;-9,075;7,033;-6,223;-4,507;0,133;-0,06;-5,21;1,018;-1,516;-8,451;6,092;0,446;-8,646;0,49;7,58;-7,916;7,096;-6,948;2,271;3,099;-0,429;0,897;6,045;-4;2,79;2,462;1,195;-9,18;-5,049;5,101;-8,664;9,343;-2,546;9,369;-1,332;4,522;-9,902;4,52;-0,446;3,268;-8,582;-1,874;8,708;3,826;0,844;9,289;5,738;-7,37;0,888;0,416;7,883;3,182;-0,617;-6,203;-6,898;5,263;-5,116;-1,862;5
-3,265;-1,318;3,799;6,506;3,274;-5,954;-0,264;5,751;-6,754;-3,718;-5,893;9,197;-9,836;9,857;6,344;5,217;5,089;4,271;7,892;-1,377;5,486;1,239;-5,753;5,263;6,6;-5,81;-3,379;-9,343;-3,567;5,094;8,782;8,472;5,998;-6,321;-8,171;-4,148;-8,297;-4,124;7,16;-4,206;8,87;6,27;3,383;4,976;7,356;-9,673;4,389;-3,604;-8,036;-8,608;-1,027;-8,621;-7,436;3,54;-7,188;1,158;-3,408;2,452;9,793;5,903;3
9,377;5,767;-0,361;-0,315;-4,445;-7,256;8,314;4,118;-6,569;0,411;9,314;-0,273;1,64;-4,574;-3,796;-7,974;5,309;1,309;-7,939;-7,066;-6,677;1,152;6,511;6,809;-2,279;-0,585;-5,301;-3,402;2,827;3,609;-0,333;-2,342;-5,47;-7,023;2,701;-2,398;-9,386;2,252;0,635;8,745;1,951;1,185;2,029;-1,043;1,371;2,441;-8,694;-6,479;-5,688;4,821;-6,518;3,605;-4,179;-2,541;-0,215;1,087;9,823;-2,65;-3,12;5,317;2
-3,5;7,18;-3,328;2,971;-8,616;2,99;8,397;4,607;7,273;-8,199;7,805;-6,002;-9,174;-3,674;-6,266;-8,151;-2,234;-9,241;-3,326;-4,682;-0,051;3,365;-6,135;3,666;3,131;7,481;0,386;-6,354;-6,264;-3,155;-5,625;1,375;-6,359;2,361;-7,99;-3,124;-3,911;-4,114;-4,195;9,366;1,839;-8,334;0,604;5,414;0,463;-9,457;4,728;6,702;6,137;1,971;4,461;7,801;-8,972;8,093;2,306;8,889;1,517;-5,526;-6,79;0,302;2
-5,716;5,258;-2,369;0,936;-1,549;-1,164;-8,395;-2,42;-0,685;0,308;-2,062;-4,102;0,868;5,66;5,928;-5,923;4,253;-3,915;-8,544;-2,95;4,995;7,679;7,958;-6,764;-2,424;1,912;7,35;-4,556;6,069;-9,11;1,79;3,584;-5,349;-5,036;-7,379;9,366;-1,033;1,445;7,965;-1,748;6,422;-5,833;-5,392;-3,876;4,656;-6,01;8,989;3,386;1,722;4,753;-4,777;-5,643;4,978;-5,141;0,082;-5,469;3,597;-8,527;-0,664;-5,016;1
1,343;-0,791;5,518;3,751;0,858;-4,804;-1,332;-8,43;-7,005;9,212;3,988;-8,96;-6,403;-1,797;-3,358;-6,491;-5,49;-4,689;-8,78;0,724;8,125;-4,573;5,955;8,522;7,678;2,925;-1,183;-5,047;5,27;6,444;1,072;8,776;9,753;2,84;-2,17;-4,754;6,596;-7,531;-2,645;3,262;-5,053;-5,594;-3,668;8,159;-5,733;-9,259;-9,733;-4,77;-4,468;-6,933;-5,703;7,736;6,933;-0,749;6,989;8,242;-3,076;3,161;2,18;9,514;2
4,911;1,478;9,472;8,7;-6,037;-3,284;2,148;6,691;1,935;4,837;-8,948;-1,102;1,563;-6,326;-7,955;-2,327;-2,575;0,328;3,021;-1,905;-2,896;-8,201;-6,177;-1,197;-2,106;-0,287;9,325;-9,024;9,645;-1,719;3,294;-7,39;-0,596;5,85;6,774;5,159;-1,922;-9,488;0,683;-3,936;4,926;6,156;-8,945;7,969;-7,279;9,344;9,058;-6,319;-0,397;5,356;8,327;3,415;7,496;0,63;4,985;-8,241;4,064;2,493;6,708;5,132;4
-2,672;-8,656;-9,205;6,68;4,975;-5,232;-8,066;-5,362;2,373;-1,853;3,763;-2,596;-0,486;-6,016;1,089;3,396;-1,108;-5,429;3,812;-3,317;-8,392;5,118;8,582;2,549;8,901;-9,16;-8,495;-7,898;-4,395;-7,804;7,21;-2,605;-5,994;-8,489;-9,161;-4,429;3,127;2,288;-5,519;2,388;-3,227;5,673;3,458;1,972;-6,289;-8,371;-9,635;0,652;1,104;-4,042;6,229;3,286;-5,572;6,264;-3,165;-3,787;-5,207;-2,337;-6,228;-9,743;1
-1,772;-7,637;0,543;-0,735;3,908;8,453;-6,367;3,223;3,838;-9,249;-1,679;0,653;-9,267;1,59;2,693;0,45;4,786;4,103;4,278;9,654;8,249;-7,084;-4,849;-2,627;7,391;3,911;-8,946;-9,443;-5,875;8,975;-9,851;7,856;7,664;-0,439;4,523;2,622;-0,724;-0,251;9,539;4,214;8,668;-8,145;-2,636;3,663;5,566;8,496;-8,972;3,752;2,279;-7,109;-4,979;-6,8;-5,048;-3,75;-2,147;-5,852;8,71;8,157;8,062;-1,661;1
-2,27;8,239;0,791;-4,645;6,862;2,469;5,434;0,894;5,47;-4,392;-7,704;5,169;8,444;-2,536;5,344;-0,93;5,608;9,5;8,402;8,187;-8,167;-9,148;5,443;-0,769;7,408;-0,397;7,471;7,563;4,551;9,096;7,915;-1,999;2,397;9,759;6,521;9,996;7,763;-7,08;-6,395;2,612;-2,336;9,387;-0,705;6,975;-7,495;-0,132;3,058;4,831;7,961;-8,121;-1,197;-0,719;-8,823;-2,647;9,377;0,719;7,682;1,729;5,217;-8,579;4
-0,244;9,892;6,592;-5,589;-9,784;9,819;-5,72;-5,732;-8,995;-5,385;0,272;1,843;-7,945;-7,067;4,687;-2,49;9,281;-5,694;-6,034;6,408;-0,871;2,609;-5,664;8,874;-2,466;-3,62;-5,5;-1,568;7,709;-7,98;-0,344;-9,671;-4,554;0,892;-7,258;-0,396;-6,607;-5,643;0,622;-6,302;5,921;5,353;1,718;-3,539;8,009;2,603;4,066;-9,615;-7,129;-2,432;-5,361;-5,797;7,332;3,577;1,763;0,852;1,26;-3,199;-5,891;4,884;5
4,714;9,348;-8,675;3,144;-5,098;2,287;-3,251;-2,525;0,705;-7,163;3,877;-8,682;7,412;-1,919;5,348;-4,727;-1,423;3,369;7,343;-6,448;8,841;-6,511;-0,375;-3,216;-2,073;-0,433;8,565;3,558;2,357;3,158;-7,483;-3,912;-4,248;-0,04;-6,754;-4,943;-7,766;-4,65;-9,273;-4,857;-6,497;5,374;-7,667;9,664;5,573;-4,351;-4,151;4,503;-1,482;-9,488;3,08;8,864;-0,69;-4,184;-7,635;9,791;-5,054;-4,694;-9,391;8,561;4
-6,045;-8,083;-0,157;4,786;-5,382;0,94;0,672;-1,466;-5,611;4,754;0,393;6,549;-9,446;-7,922;-7,176;-7,41;-9,562;-0,891;-1,928;-2,417;8,866;-1,52;9,515;8,564;9,471;4,627;-1,28;-7,271;1,871;8,748;0,372;8,037;8,32;9,092;9,206;-4,582;-6,781;6,074;-6,45;-5,558;-6,543;5,504;-3,634;-0,021;3,934;-1,257;-2,933;-2,726;-1,889;-8,317;-6,569;-9,307;9,591;-4,59;2,633;4,857;-0,433;6,331;0,681;7,045;3
5,487;-9,887;-0,954;-0,799;2,414;6,479;-0,997;8,82;7,822;2,601;1,998;6,763;-0,211;3,617;-3,738;-8,548;-9,723;8,49;-5,35;0,675;-3,167;-0,696;-6,981;7,583;2,484;-2,253;-9,31;-5,702;-3,868;3,848;2,099;-4,935;7,894;5,245;-0,858;7,229;-2,79;3,017;-5,236;4,126;7,67;-9,966;2,685;-9,642;4,12;9,404;-2,472;-9,327;-4,93;0,768;-2,309;-6,406;-1,815;-5,245;5,534;-7,211;-9,158;-1,286;-1,749;3,446;5
0,436;-5,886;-1,989;5,445;-2,75;2,642;-7,563;4,93;4,796;-3,608;1,778;5,804;7,654;2,027;2,848;7,351;-4,33;1,317;4,495;0,501;3,287;-6,888;5,989;-5,855;5,689;9,226;7,558;-5,667;5,416;-7,742;1,387;0,651;-2,177;-4,159;9,696;-6,364;-8,278;3,123;-1,904;-8,291;1,332;-1,783;-2,003;8,425;5,518;-2,195;5,103;-4,846;2,033;-6,39;0,601;0,008;1,882;-1,245;9,006;5,431;-8,012;-2,347;-5,421;5,628;3
-7,642;6,234;9,374;-0,01;0,59;-6,518;-8,781;1,645;4,738;9,577;-4,517;6,857;-5,038;8,546;4,102;1,005;-9,142;-9,001;-7,736;2,56;-7,309;-7,392;-2,615;3,558;7,543;1,695;6,098;-3,954;3,938;2,113;-8,058;-5,921;-9,196;-7,402;-3,832;4,848;-9,106;-2,409;5,02;7,99;8,124;-7,12;4,054;-2,765;-9,821;-3,726;4,149;-2,017;-6,47;-7,665;-6,648;-2,278;-1,106;0,859;0,071;5,183;-4,043;-5,918;-2,995;-6,542;1
-9,845;-4,888;-8,166;-8,039;-4,359;3,297;-1,586;3,226;-4,885;7,071;6,424;-5,695;1,956;4,739;-0,679;-9,764;7,497;8,427;-6,493;0,613;-0,338;8,144;4,621;-0,847;-3,684;9,671;8,787;-1,603;5,512;-2,091;9,268;-6,622;-9,511;-2,068;-9,567;1,259;0,798;-4,128;-1,445;2,296;-7,585;6,586;0,708;-4,394;4,521;6,58;6,502;2,428;0,166;4,45;-7,929;-4,23;-4,958;-1,308;8,152;-7,877;-0,269;0,387;0,608;-7,04;5
-3,813;2,253;0,221;-7,412;6,44;8,136;3,974;-0,528;-7,5;-5,166;4,321;-1,827;7,496;-7,22;-2,287;1,773;6,328;-6,912;-0,006;2,929;-9,802;-0,627;-7,943;1,982;-6,272;-0,244;-3,035;4,844;-0,271;3,078;-2,278;3,67;-0,973;-4,433;-6,254;2,834;-6,64;5,06;-6,768;-2,075;-3,391;0,63;-4,648;3,162;-8,732;8,632;-9,422;3,727;6,868;5,24;-6,041;-0,822;-6,366;-8,461;-5,848;-8,481;-7,251;-3,355;-5,293;3,054;5
-8,434;-4,546;-7,162;-6,427;4,845;-8,716;5,343;5,502;2,442;-6,405;1,601;8,545;-7,538;3,898;4,505;-5,899;8,27;-2,328;-4,176;7,225;1,72;-1,451;-7,078;-3,196;8,983;0,329;9,778;-9,568;4,805;-6,78;5,141;3,183;7,371;-3,927;8,014;1,472;-5,795;1,076;3,644;-8,239;7,855;1,801;8,819;6,579;6,936;-4,063;4,775;5,532;-9,11;9,248;-5,898;-7,06;7,208;-0,496;9,287;1,986;7,547;-3,239;-3,014;-7,033;2
3,297;-8,942;0,568;-6,805;-0,288;-2,91;4,907;-9,296;-3,544;-0,868;1,659;9,436;-1,385;-1,287;4,748;-3,784;-7,682;-0,772;7,551;2,203;-8,328;1,187;-7,057;-0,767;8,908;-9,006;-2;-0,653;2,423;0,99;-4,973;-9,026;-6,195;5,073;2,082;-7,794;-5,968;-0,112;8,994;4,799;-4,958;6,296;8,521;2,646;4,647;1,99;-5,473;7,639;8,532;-0,393;1,901;-5,872;-7,24;-5,877;-6,089;-7,151;6,108;1,62;4,902;-4,745;2
0,13;3,501;-3;-0,48;3,242;-2,361;8,605;4,795;6,162;-8,285;9,345;-5,296;7,441;-1,74;9,298;4,308;7,827;8,055;-0,02;2,405;3,936;-0,491;2,439;2,753;8,102;2,989;2,527;-9,186;-6,015;7,66;-2,909;-9,349;0,13;-0,106;-9,426;-0,543;-0,903;-0,726;4,168;-7,165;6,57;6,974;-1,992;8,422;-6,022;6,766;-4,937;9,371;-2,873;4,873;-7,637;-1,381;6,088;8,589;4,424;-6,919;-2,964;9,77;-4,069;7,299;4
-2,205;0,418;7,501;-0,527;-7,445;-9,831;-7,848;-9,255;-0,979;0,672;-9,387;6,809;7,589;7,107;0,121;7,324;-5,578;3,497;-6,803;-7,963;-6,909;-8,814;0,36;5,823;7,156;3,791;-7,798;-3,631;-4,293;-3,345;-1,066;-0,405;9,526;-9,895;9,595;-2,86;7,055;-7,179;1,477;6,569;3,431;9,373;-3,348;-2,208;8,629;-0,121;0,274;8,884;-6,294;-6,663;-2,429;0,641;-5,19;1,465;-1,513;-0,195;3,017;3,541;-2,651;4,675;2
8,811;9,25;-5,96;4,463;8,592;-0,672;-8,12;2,081;-4,464;1,437;3,163;-3,497;-7,799;2,287;7,99;-2,646;5,367;6,138;2,12;5,688;9,536;-2,796;0,968;-4,859;7,216;-3,479;-1,918;-1,385;-9,966;-8,708;-0,33;-2,578;-9,109;-1,439;8,87;3,956;4,064;-4,501;5,839;-3,167;0,577;-6,081;6,972;0,465;7,422;-8,279;7,925;2,902;9,8;-1,231;4,846;9,976;8,767;1,181;5,754;-5,071;-5,45;3,75;-5,528;-2,421;2
-2,121;-2,329;7,357;0,805;-2,953;-3,257;-1,827;-6,142;5,753;6,659;3,689;-3,401;-3,941;-4,698;-9,326;3,409;-3,971;-1,885;-9,492;-5,323;7,545;1,603;-7,667;1,763;5,449;-0,252;-0,515;1,876;-5,143;-1,658;1,54;-1,418;7,108;3,365;2,702;0,871;6,919;-2,997;-7,948;-3,788;7,393;6,492;-5,798;6,003;-5,783;-1,39;9,919;-5,379;1,227;8,265;9,912;7,131;5,455;-5,518;7,21;3,885;9,798;9,395;9,191;-8,41;1
6,656;-5,53;7,918;8,121;1,749;8,83;-3,677;-6,361;2,102;-7,382;-2,987;2,233;-0,032;-6,045;8,356;8,283;3,906;-6,606;3,218;-1,918;-1,679;5,488;-6,429;4,067;0,995;-7,171;2,393;-1,082;0,52;1,405;-1,584;-5,987;9,993;-8,678;7,757;8,374;3,108;9,579;6,025;-1,021;5,841;-5,48;-5,155;4,21;2,539;2,631;-3,581;2,95;5,634;-3,642;3,044;-0,94;9,038;-0,337;-0,044;-9,976;-3,366;-3,416;-2,228;1,31;3
-1,995;1,595;-3,614;8,481;1,167;1,073;-4,357;9,377;-0,268;-7,328;2,767;5,409;-6,777;-6,635;2,555;2,514;-7,903;-1,497;-1,357;-7,319;-7,177;3,007;8,935;-4,919;6,536;1,93;9,79;4,572;-2,801;-8,955;-0,496;1,474;-1,046;3,663;-0,33;-5,414;-6,702;9,265;-2,601;-1,497;2,821;4,536;-5,474;-5,153;7,645;1,471;-3,222;-4,839;-8,294;5,751;-3,405;-2,301;4,031;-7,703;-7,745;9,074;-5,223;-5,37;2,313;-8,899;5
9,086;-5,86;-2,086;2,397;-9,816;-7,56;-7,654;3,137;3,772;-7,93;-8,772;-4,526;-4,132;9,648;-5,574;2,666;-6,395;-8,453;-2,112;1,974;-5,389;0,46;-9,216;-0,254;-6,882;-7,889;5,404;-8,643;-7,714;2,728;5,391;-4,228;8,698;9,382;-2,339;-3,154;-3,665;-0,574;1,997;0,098;-7,164;-4,833;1,653;7,498;0,429;-0,617;3,18;1,998;1,899;4,35;-6,067;3,476;-6,714;7,693;-2,163;9,714;-6,624;3,688;-9,651;-5,679;2
-4,324;-0,897;-4,859;-5,086;6,228;3,469;-3,935;5,634;0,858;7,327;7,569;2,171;3;-5,577;-8,936;2,246;-6,239;-7,103;-6,53;-2;-1,701;8,013;3,276;7,296;2,104;-8,715;-5,345;-0,417;4,034;1,019;-1,639;-7,128;-1,054;1,535;8,364;-3,59;-7,581;-7,343;7,441;3,444;-1,24;2,428;8,518;6,942;8,635;-1,024;8,809;-9,02;1,546;7,239;8,436;-0,686;9,12;1,96;8,759;7,219;-9,368;-0,87;-5,012;-3,691;1
-2,859;7,786;1,312;-2,213;7,619;2,951;-9,051;-3,517;-9,172;-4,089;-3,18;7,312;-8,641;4,228;8,799;8,4;1,155;0,355;4,955;9,182;1,845;-8,482;-0,869;-5,518;-2,994;-5,101;3,14;-4,501;2,54;-5,615;-5,434;1,331;-4,225;1,989;8,621;1,609;3,855;-7,897;-1,612;2,921;-9,675;1,938;2,607;-1,627;-4,957;-1,223;-2,259;-3,56;-3,167;3,724;-2,844;9,757;-3,05;1,45;0,455;6,375;-2,959;-4,294;-3,902;9,381;2
-0,989;-7,996;-9,109;-1,458;-0,394;4,357;-6,885;-6,699;-0,105;4,008;-7,77;-8,684;-5,818;3,435;0,659;-8,014;5,132;8,449;0,152;7,067;-8,463;-1,293;1,971;6,141;2,575;1,457;-7,759;-2,539;3,781;-9,047;2,657;-7,988;6,335;7,615;-0,701;7,902;1,572;-4,582;-2,777;-5,614;7,693;9,96;-8,581;8,409;7,673;-8,468;8,322;-2,292;-7,736;-0,256;2,385;-5,661;-1,301;3,865;7,292;6,305;2,12;5,326;-5,929;4,732;5
-7,159;-4,235;-0,942;-1,078;4,201;-1,631;-4,284;6,094;-1,575;-0,589;-1,318;4,353;5,157;3,462;-9,825;-1,528;6,675;-6,61;9,221;-3,397;-5,756;2,599;-5,36;-7,611;-7,257;7,118;8,272;6,759;7,957;6,074;9,099;6,936;-9,365;-1,165;-0,579;1,503;-4,569;0,874;4,8;2,683;-2,974;-9,431;1,672;-0,146;3,331;-8,824;1,711;9,363;-8,46;1,272;-7,006;-3,568;-4,826;2,939;4,979;-0,997;-8,53;5,204;7,099;-3,567;2
-1,11;5,948;7,253;-7,469;0,28;0,176;-7,605;9,872;8,023;5,176;3,833;0,331;7,227;-0,266;-5,786;-4,436;-5,88;7,738;9,077;0,714;4,193;-5,815;-6,81;-4,185;5,841;-2,732;-3,389;2,928;-2,993;-2,798;2,835;-1,15;7,721;-2,935;-6,303;6,871;3,87;3,255;6,656;1,687;-5,013;-2,707;0,719;7,231;-4,73;6,499;-0,097;-1,27;-6,315;-0,12;-5,069;-0,305;-6,399;9,038;2,225;-5,583;6,317;-2,669;-3,058;2,744;1
9,344;1,546;5,014;-0,042;-0,863;9,284;-4,639;-4,04;8,041;-2,806;3,455;-4,013;1,71;7,743;-3,897;9,109;-5,248;8,024;9,958;-1,736;7,205;-0,433;-1,793;5,591;-0,548;4,922;-9,581;-4,184;2,836;-5,433;-1,272;-7,675;-1,449;-2,78;-1,357;-9,669;-0,38;-1,975;-2,61;5,118;0,534;1,62;-2,902;-9,272;4,091;3,964;-9,284;3,004;5,253;5,541;-8,839;-3,846;0,926;6,346;0,525;8,607;3,611;-1,704;6,536;1,064;3
8,78;-5,053;6,133;-2,034;0,467;-8,557;-0,098;7,437;0,547;-3,862;-5,588;0,556;-1,192;2,694;-1,535;-4,975;4,776;-0,411;0,832;1,812;-3,654;-9,236;2,564;-7,847;7,463;7,08;3,621;6,55;-1,419;-6,924;0,71;0,312;6,609;-4,825;-5,458;-0,222;-5,871;2,955;-0,027;-0,203;-2,971;-7,346;-1,36;4,615;3,437;9,085;5,753;9,831;-2,116;0,793;9,695;1,313;0,366;2,989;-0,914;6,922;8,708;-0,63;8,152;7,143;4
7,4;-7,051;3,045;1,719;3,428;-9,78;9,726;6,292;6,934;-8,082;-9,226;-5,327;-3,599;2,314;-1,93;5,847;-5,485;-4,964;5,813;-9,014;-9,574;1,316;-4,408;-8,079;1,894;-1,654;-3,936;2,783;-3,035;-2,371;5,727;8,28;-7,859;-0,595;-9,769;-4,063;3,426;1,761;-8,263;-0,093;4,88;-5,728;-8,541;-1,045;-7,747;1,707;-4,792;-6,155;2,717;-7,335;8,245;-5,29;-5,411;0,993;5,352;-9,081;9,977;-7,299;0,233;5,231;1
-8,297;-7,499;2,858;6,41;-0,08;1,229;9,663;0,621;1,099;-5,15;-1,639;-1,866;-4,325;-0,566;-6,132;8,828;5,113;-9,842;0,464;-8,346;-8,408;-8,26;-4,234;-2,363;-6,521;-4,275;-4,862;9,657;-0,527;-1,409;-7,64;-7,289;6,522;-3,545;-0,112;1,329;-4,081;-8,325;8,619;-5,801;0,609;-1,75;-5,223;7,766;-4,206;1,423;5,722;8,783;1,881;-4,541;1,939;-9,943;-6,346;0,535;2,809;3,663;3,859;-4,825;-5,82;3,686;1
6,316;2,196;-9,411;6,987;-7,01;-2,81;9,186;2,879;-8,792;0,621;5,527;9,375;-2,751;5,046;7,786;-9,688;0,982;6,099;-9,182;-0,476;-6,44;1,62;9,314;-4,946;0,392;1,47;-9,485;-5,806;7,93;-5,619;2,218;-3,639;-3,817;-7,94;-3,596;-6,871;4,508;8,928;6,657;-9,477;8,259;5,005;-9,222;0,503;-7,577;-5,081;7,115;-0,643;7,259;0,26;2,918;9,536;-3,375;-8,894;-3,233;8,667;-8,009;3,326;4,252;2,686;1
